,Season;HomeTeam;AwayTeam;1HHG;1HAG;1HR;2HHG;2HAG;2HR;FTHG;FTAG;FTR;1HSumGoals;2HSumGoals;FTSumGoals;1HR;2HR;FTR;2.5;Winner;BothScored;2.5/Winner;2.5/BothScored;Winner/BothScored;Result
157,2008-09;West Brom;Portsmouth;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
158,2008-09;West Ham;Tottenham;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
159,2008-09;Aston Villa;Bolton;2;1;1;2;1;1;4;2;1;3;3;6;2:1;2:1;4:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:2
160,2008-09;Liverpool;Hull;2;2;0;0;0;0;2;2;0;4;0;4;2:2;0:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
161,2008-09;Man City;Everton;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
162,2008-09;Middlesbrough;Arsenal;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
163,2008-09;Stoke;Fulham;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
164,2008-09;Sunderland;West Brom;3;0;1;1;0;1;4;0;1;3;1;4;3:0;1:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
165,2008-09;Tottenham;Man United;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
166,2008-09;Wigan;Blackburn;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
167,2008-09;Chelsea;West Ham;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
168,2008-09;Portsmouth;Newcastle;0;0;0;0;3;2;0;3;2;0;3;3;0:0;0:3;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
169,2008-09;Blackburn;Stoke;3;0;1;0;0;0;3;0;1;3;0;3;3:0;0:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
170,2008-09;Bolton;Portsmouth;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
171,2008-09;Fulham;Middlesbrough;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
172,2008-09;Hull;Sunderland;1;1;0;0;3;2;1;4;2;2;3;5;1:1;0:3;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
173,2008-09;West Ham;Aston Villa;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
174,2008-09;Arsenal;Liverpool;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
175,2008-09;Newcastle;Tottenham;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
176,2008-09;West Brom;Man City;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
177,2008-09;Everton;Chelsea;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
178,2008-09;Aston Villa;Arsenal;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
179,2008-09;Chelsea;West Brom;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
180,2008-09;Liverpool;Bolton;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
181,2008-09;Man City;Hull;4;0;1;1;1;0;5;1;1;4;2;6;4:0;1:1;5:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;5:1
182,2008-09;Middlesbrough;Everton;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
183,2008-09;Portsmouth;West Ham;1;1;0;0;3;2;1;4;2;2;3;5;1:1;0:3;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
184,2008-09;Stoke;Man United;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
185,2008-09;Sunderland;Blackburn;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
186,2008-09;Tottenham;Fulham;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
187,2008-09;Wigan;Newcastle;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
188,2008-09;Arsenal;Portsmouth;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
189,2008-09;Blackburn;Man City;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
190,2008-09;Bolton;Wigan;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
191,2008-09;Everton;Sunderland;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
192,2008-09;Fulham;Chelsea;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
193,2008-09;Newcastle;Liverpool;1;2;2;0;3;2;1;5;2;3;3;6;1:2;0:3;1:5;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;5:1
194,2008-09;West Brom;Tottenham;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
195,2008-09;West Ham;Stoke;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
196,2008-09;Man United;Middlesbrough;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
197,2008-09;Hull;Aston Villa;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
198,2008-09;Arsenal;Bolton;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
199,2008-09;Aston Villa;West Brom;2;0;1;0;1;2;2;1;1;2;1;3;2:0;0:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
200,2008-09;Everton;Hull;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
201,2008-09;Middlesbrough;Sunderland;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
202,2008-09;Newcastle;West Ham;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
203,2008-09;Stoke;Liverpool;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
204,2008-09;Man United;Chelsea;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
205,2008-09;Wigan;Tottenham;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
206,2008-09;Man United;Wigan;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
207,2008-09;Blackburn;Newcastle;0;0;0;3;0;1;3;0;1;0;3;3;0:0;3:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
208,2008-09;Bolton;Man United;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
209,2008-09;Chelsea;Stoke;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
210,2008-09;Hull;Arsenal;0;1;2;1;2;2;1;3;2;1;3;4;0:1;1:2;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
211,2008-09;Man City;Wigan;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
212,2008-09;Sunderland;Aston Villa;1;0;1;0;2;2;1;2;2;1;2;3;1:0;0:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
213,2008-09;West Brom;Middlesbrough;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
214,2008-09;Tottenham;Portsmouth;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
215,2008-09;West Ham;Fulham;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
216,2008-09;Liverpool;Everton;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
217,2008-09;Portsmouth;Aston Villa;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
218,2008-09;Sunderland;Fulham;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
219,2008-09;Tottenham;Stoke;3;0;1;0;1;2;3;1;1;3;1;4;3:0;0:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
220,2008-09;West Brom;Man United;0;2;2;0;3;2;0;5;2;2;3;5;0:2;0:3;0:5;+2.5;2;no;+2.5/2;+2.5/no;2/no;5:0
221,2008-09;Blackburn;Bolton;0;2;2;2;0;1;2;2;0;2;2;4;0:2;2:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
222,2008-09;Chelsea;Middlesbrough;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
223,2008-09;Everton;Arsenal;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
224,2008-09;Man City;Newcastle;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
225,2008-09;West Ham;Hull;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
226,2008-09;Wigan;Liverpool;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
227,2008-09;Arsenal;West Ham;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
228,2008-09;Aston Villa;Wigan;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
229,2008-09;Bolton;Tottenham;1;0;1;2;2;0;3;2;1;1;4;5;1:0;2:2;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
230,2008-09;Fulham;Portsmouth;1;0;1;2;1;1;3;1;1;1;3;4;1:0;2:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
231,2008-09;Hull;West Brom;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
232,2008-09;Man United;Everton;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
233,2008-09;Middlesbrough;Blackburn;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
234,2008-09;Stoke;Man City;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
235,2008-09;Liverpool;Chelsea;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
236,2008-09;Newcastle;Sunderland;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
237,2008-09;Blackburn;Aston Villa;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
238,2008-09;Chelsea;Hull;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
239,2008-09;Everton;Bolton;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
240,2008-09;Man City;Middlesbrough;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
241,2008-09;Portsmouth;Liverpool;0;0;0;2;3;2;2;3;2;0;5;5;0:0;2:3;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
242,2008-09;Sunderland;Stoke;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
243,2008-09;West Brom;Newcastle;1;3;2;1;0;1;2;3;2;4;1;5;1:3;1:0;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
244,2008-09;Wigan;Fulham;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
245,2008-09;Tottenham;Arsenal;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
246,2008-09;West Ham;Man United;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
247,2008-09;Portsmouth;Man City;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
248,2008-09;Man United;Fulham;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
249,2008-09;Arsenal;Sunderland;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
250,2008-09;Aston Villa;Chelsea;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
251,2008-09;Bolton;West Ham;2;0;1;0;1;2;2;1;1;2;1;3;2:0;0:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
252,2008-09;Man United;Blackburn;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
253,2008-09;Middlesbrough;Wigan;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
254,2008-09;Stoke;Portsmouth;0;0;0;2;2;0;2;2;0;0;4;4;0:0;2:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
255,2008-09;Fulham;West Brom;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
256,2008-09;Liverpool;Man City;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
257,2008-09;Newcastle;Everton;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
258,2008-09;Hull;Tottenham;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
259,2008-09;Arsenal;Fulham;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
260,2008-09;Chelsea;Wigan;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
261,2008-09;Everton;West Brom;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
262,2008-09;Middlesbrough;Liverpool;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
263,2008-09;Aston Villa;Stoke;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
264,2008-09;Bolton;Newcastle;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
265,2008-09;Hull;Blackburn;0;2;2;1;0;1;1;2;2;2;1;3;0:2;1:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
266,2008-09;West Ham;Man City;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
267,2008-09;Liverpool;Sunderland;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
268,2008-09;Portsmouth;Chelsea;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
269,2008-09;West Brom;Arsenal;1;3;2;0;0;0;1;3;2;4;0;4;1:3;0:0;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
270,2008-09;Blackburn;Everton;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
271,2008-09;Fulham;Hull;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
272,2008-09;Man City;Aston Villa;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
273,2008-09;Newcastle;Man United;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
274,2008-09;Stoke;Bolton;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
275,2008-09;Tottenham;Middlesbrough;3;0;1;1;0;1;4;0;1;3;1;4;3:0;1:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
276,2008-09;Wigan;West Ham;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
277,2008-09;Sunderland;Tottenham;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
278,2008-09;Fulham;Blackburn;1;0;1;0;2;2;1;2;2;1;2;3;1:0;0:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
279,2008-09;Arsenal;Blackburn;1;0;1;3;0;1;4;0;1;1;3;4;1:0;3:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
280,2008-09;Bolton;Fulham;1;1;0;0;2;2;1;3;2;2;2;4;1:1;0:2;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
281,2008-09;Everton;Stoke;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
282,2008-09;Hull;Newcastle;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
283,2008-09;Man United;Liverpool;1;2;2;0;2;2;1;4;2;3;2;5;1:2;0:2;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
284,2008-09;Middlesbrough;Portsmouth;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
285,2008-09;Sunderland;Wigan;1;2;2;0;0;0;1;2;2;3;0;3;1:2;0:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
286,2008-09;Aston Villa;Tottenham;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
287,2008-09;Chelsea;Man City;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
288,2008-09;West Ham;West Brom;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
289,2008-09;Blackburn;West Ham;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
290,2008-09;Fulham;Man United;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
291,2008-09;Newcastle;Arsenal;0;0;0;1;3;2;1;3;2;0;4;4;0:0;1:3;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
292,2008-09;Portsmouth;Everton;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
293,2008-09;Stoke;Middlesbrough;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
294,2008-09;Tottenham;Chelsea;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
295,2008-09;West Brom;Bolton;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
296,2008-09;Liverpool;Aston Villa;3;0;1;2;0;1;5;0;1;3;2;5;3:0;2:0;5:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;5:0
297,2008-09;Man City;Sunderland;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
298,2008-09;Wigan;Hull;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
299,2008-09;Arsenal;Man City;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
300,2008-09;Blackburn;Tottenham;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
301,2008-09;Bolton;Middlesbrough;2;1;1;2;0;1;4;1;1;3;2;5;2:1;2:0;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
302,2008-09;Fulham;Liverpool;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
303,2008-09;Hull;Portsmouth;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
304,2008-09;Newcastle;Chelsea;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
305,2008-09;West Brom;Stoke;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
306,2008-09;West Ham;Sunderland;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
307,2008-09;Everton;Wigan;1;0;1;3;0;1;4;0;1;1;3;4;1:0;3:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
308,2008-09;Man United;Aston Villa;1;1;0;2;1;1;3;2;1;2;3;5;1:1;2:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
309,2008-09;Chelsea;Bolton;1;0;1;3;3;0;4;3;1;1;6;7;1:0;3:3;4:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:3
310,2008-09;Liverpool;Blackburn;2;0;1;2;0;1;4;0;1;2;2;4;2:0;2:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
311,2008-09;Middlesbrough;Hull;2;1;1;1;0;1;3;1;1;3;1;4;2:1;1:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
312,2008-09;Portsmouth;West Brom;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
313,2008-09;Stoke;Newcastle;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
314,2008-09;Sunderland;Man United;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
315,2008-09;Tottenham;West Ham;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
316,2008-09;Wigan;Arsenal;1;0;1;0;4;2;1;4;2;1;4;5;1:0;0:4;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
